Sentence,Emotion,TRUE,SentenceCI,CI,CI_Distance
Bana sormak için o kadar gurur yapmasaydı ona para verirdim.,PRIDE,She,"</s><s> Bana sormak için o kadar gurur yapmasaydı ona para verirdim. </s><s> Ondan parayı ailemiz kesmişti, ben hiç bir zaman yapmadım. </s><s> Bekle, bekle, bekle. </s><s> Bir şeyler yanlış. </s><s> Onu öldürdüğünü düşünüyor. </s><s> Hepsini, ailenin parası için. </s><s> O gece seni pencerenin dışında gördüğünü söylüyor. </s><s> Emma'ya yardım etmeye çalışıyordum.",name (Emma),7
"Oğlunu büyütmüş olmaktan çok, çok gurur duyuyor olmalı...",PRIDE,She,"</s><s> Annen seninle gurur duyuyor olmalı. </s><s> Bak, annemi bu işe karıştırma! </s><s> Hayır, hayır, hayır. </s><s> Oğlunu büyütmüş olmaktan çok, çok gurur duyuyor olmalı...",mother(anne),-3
"Sağlık sigortasının süresi doldu, ...yardım etmeyi teklif ettim ama çok gururlu .",PRIDE,She,"</s><s> Sheila benim komşum. </s><s> Sağlık sigortasının süresi doldu, ...yardım etmeyi teklif ettim ama çok gururlu .",name (Sheila),-1
En çok da hayatıyla o kadar gurur duymasına kızardım.,PRIDE,She,</s><s> Ev hanımı olmasına kızardım. </s><s> En çok da hayatıyla o kadar gurur duymasına kızardım.,housewife (ev hanımı),-1
Kendiyle çok gurur duyuyordu.,PRIDE,She,"</s><s> Janie bir çipura yakalamıştı, hatırladın mı? </s><s> Elinde tutmuştu. </s><s> Kendiyle çok gurur duyuyordu.",name (Janie),-2
Şehriyle gururlanıyor .,PRIDE,She,"</s><s> Ne harika, değil mi? </s><s> Kızımın Internet'te ""aşağılık"" demesi mi? </s><s> - Şehriyle gururlanıyor .",daughter (kızım),-1
Senden gururla bahsediyordu.,PRIDE,She,"</s><s> Annen de şu anda burada. </s><s> Hemen aşağıda bekliyor, o da geldi. </s><s> Olamaz, hayır! </s><s> Elbette burada olacak, sonuçta annen. </s><s> Senden gururla bahsediyordu.",mother(anne),-1
Ulkemden ilk defa gurur duyuyorum dedi.,PRIDE,She,</s><s> Bu kadin sagcilara karsi islenebilecek en buyuk sucu isledi. </s><s> Kampanyalari boyunca hic affetmediler soyledigini. </s><s> Ulkemden ilk defa gurur duyuyorum dedi.,woman (kadın),-2
Gurur duyduğu hayatı.,PRIDE,She,"</s><s> Kahlan, Cara'ya bu dünyadaki hayatını geri veremem ama büyü işe yararsa ona bizimle olan hayatını geri verebilirim. </s> <s> Gurur duyduğu hayatı.",name (Cara),-1
Çok gururluydu .,PRIDE,She,"</s><s> Çavuş Wooten gibi bir kadının isteyeceği son şey, kurban gibi görülmektir. </s><s> - Çok gururluydu .",woman (kadın),-1
Ama biraz ukala ve gururlu birine benziyor.,PRIDE,She,"</s><s> Kahvaltını hazırlamayı öneriyor. </s><s> Görgülü kadınmış, maşallah! </s><s> O muhteşem elleriyle hazırlarsa kabul ederim. </s><s> Ama biraz ukala ve gururlu birine benziyor.",woman (kadın),-2
Gururuna engel olamıyor.,PRIDE,She,"Gururuna engel olamıyor. </s><s> Kocasını affetmeyecek. </s><s> Terk etmek kolayına geliyor. </s><s> Jackie, 50'lerde yaşamıyoruz. </s><s> Peki, ne dedi? </s><s> Alicia mı?",name (Alicia),5
Ona bütün o yaşattıklarımdan sonra bile benimle arkadaş kalmak için kendi gururunu çiğnedi.,PRIDE,She,</s><s> Ona bütün o yaşattıklarımdan sonra bile benimle arkadaş kalmak için kendi gururunu çiğnedi. </s><s> O gerçekten çok harika bir kız.,girl (kız),1
Karanlıktan korkmadığı için değil ama bir gurur meselesi olduğunu düşünüyordu sanırım.,PRIDE,She,</s><s> Küçük bir kızken bile gece lambasını açmamı istemezdi. </s><s> Karanlıktan korkmadığı için değil ama bir gurur meselesi olduğunu düşünüyordu sanırım.,girl (kız),-1
Görünüşünün altında çok büyük bir gururu varmış.,PRIDE,She,"</s><s> CHelsea, dansa Phyllis'i davet ettiğim için bana kızgındı. </s><s> Görünüşünün altında çok büyük bir gururu varmış.",name (CHelsea),-1
Çok gururlu olduğundan ailesinin onu sarhoş görmesini istemiyordur.,PRIDE,She,"</s><s> Diğer yandan nadiren babamla bir bardak şarap, annem Her zaman yalnız içer. </s><s> Defalarca gecenin yarısında onu yalnız içerken gördüm. </s><s> Çok gururlu olduğundan ailesinin onu sarhoş görmesini istemiyordur",mother(anne),-2
Yüzüne bakınca kendisiyle ne kadar gurur duyduğunu ve ne kadar güçlü olduğunu anlayabiliyordun.,PRIDE,She,</s><s> Özellikle de annemi. </s><s> Okula geri dönmeye karar verdiğinde Herkes çok Heyecanlanmıştı. </s><s> Yüzüne bakınca kendisiyle ne kadar gurur duyduğunu ve ne kadar güçlü olduğunu anlayabiliyordun.,mother(anne),-2
Sanki bundan gurur duyarmış gibi konuşmaya çalışıyordu.,PRIDE,She,</s><s> Sanki bundan gurur duyarmış gibi konuşmaya çalışıyordu. </s><s> Böyle bir kız istemem.,girl (kız),1
Çok gururlu ve kendini işine adamış biriydi.,PRIDE,She,"</s><s> Flores, birliği için yaşadı. </s><s> Çok gururlu ve kendini işine adamış biriydi.",name (Flores),-1
"</s><s> Bugün beni kenara çekip, gururla ; </s><s> ...alkolsüz içecek var mı, diye sordu.",PRIDE,She,"</s><s> Annelik moduna girip, ortadan kaybolmamıştı. </s><s> Bugün beni kenara çekip, gururla ; </s><s> ...alkolsüz içecek var mı, diye sordu.",mother(anne),-1
Gururu incinmiş o yüzden biraz araştırma yapmış.,PRIDE,She,"</s><s> Kristina Coterra ile çok ilginç bir konuşma yaptım. </s><s> Bana geçmişte onun teklifini reddeden tek erkeğin sen olduğunu söyledi. </s><s> Evet, şu tek erkek. </s><s> Konuyla bir alakasını göremiyorum. </s> <s> Gururu incinmiş o yüzden biraz araştırma yapmış.",name (Kristina),-4
Hem de bunu onunla uğraşmak için yaptığımı bilse bile biz bu görüntüyü Dedikoducu Kıza gönderince sırf gururu için düğünü ertelemek zorunda kalacak.,PRIDE,She,"</s><s> Prens Louis'i baştan çıkardıktan ve Blair bizi yakaladıktan sonra, olacak. </s><s> Hem de bunu onunla uğraşmak için yaptığımı bilse bile biz bu görüntüyü Dedikoducu Kıza gönderince sırf gururu için düğünü ertelemek zorunda kalacak.",name (Blair),-1
Babasının polis köpeği eğitmeni olduğundan gururla bahsetmişti.,PRIDE,She,</s><s> Sonra Jin-joo'yu hatırladım. </s><s> Babasının polis köpeği eğitmeni olduğundan gururla bahsetmişti.,name (Jin-joo),-1
Gurur duyacağı birisi var.,PRIDE,She,/s><s> Annen çok şanslı bir kadın. </s> <s> Gurur duyacağı birisi var.,mother(anne),-1
Size teşekkür etmek için fazla gururlu .,PRIDE,She,</s><s> Annemin adına da özür dilerim. </s><s> Size teşekkür etmek için fazla gururlu .,mother(anne),-1
Hukuk fakültesinden mezun olduğunda çok gururluydu .,PRIDE,She,</s><s> - Mary hastalandı. </s><s> Bu senin hatan değildi. </s><s> - Kafa doktoru gibi konuştun. </s><s> Valinin bir ay sonra emniyet müdürlüğü işini teklif etmesi senin suçun değil. </s><s> Polisin bu işi üstlenmene ihtiyacı vardı. </s><s> - İşi almamı istiyordu. </s><s> - Bunu söylemedin. </s><s> İstemediği tek şey en ufak oğlunun polis olmasıydı. </s><s> Evet. </s><s> Hukuk fakültesinden mezun olduğunda çok gururluydu .,name (Mary),-9
Kalan son insan olmaktan gerçekten çok gurur duyuyor ve insan olmanın anlamıyla ilgili konuları açıp duruyor.,PRIDE,She,"</s><s> Babam Texaslıydı, annem... </s><s> Öyle gerilmişti ki sanki iğnelenmiş kurumayı bekleyen bir parça deri gibiydi. </s><s> Hani bazen, ""Eğer dünyada kalan son kadın olsan,"" </s><s> ...kavramını ortaya çıkarırlar ya... </s><s> Eğer o dünyada kalan son insan olsaydı onunda ne yapabileceğimi bilmiyorum. </s><s> Ağlamak yok. </s><s> Özür dilerim. </s><s> Sonra kendisini spreyleyip nemlendirmesi gereken bütün bu tıbbi personelle geliyor. </s><s> Eğer üzerine su fışkırtacak kimsesi yoksa, ...kuruyor, çatlıyor ve toz parçacıkları halinde patlıyor. </s><s> İğrenç bir şey. </s><s> Nemlendir beni. </s><s> Kalan son insan olmaktan gerçekten çok gurur duyuyor ve insan olmanın anlamıyla ilgili konuları açıp duruyor.",mother(anne),-10
Donanmaya bağlıydı ve ateşe olarak göreviyle gurur duyuyordu.,PRIDE,She,"</s><s> Eğer kendi başının çaresine bakabilecek biri varsa o Maya'dır. </s><s> - İşte sorunları var mıydı? </s><s> - Hayır, bildiğim kadarıyla yok. </s><s> Donanmaya bağlıydı ve ateşe olarak göreviyle gurur duyuyordu.",name (Maya),-3
Kendisiyle gurur duydu.,PRIDE,She,</s><s> Charlotte az önce trambolinde ilk taklasını attı ve başarılı oldu. </s><s> Kendisiyle gurur duydu.,name (Charlotte),-1
Gururunu çiğner miydi mesela?,PRIDE,She,"</s><s> - Oğlumun annesi öldü. </s><s> Biliyorum. </s><s> Ben de oradaydım. </s><s> Okuldaki öğle yemeklerine gidemiyor ya da Mason'ın eve getirdiği fen bilgisi projelerini göremiyor. </s><s> Provalarını izleyemiyor, yavrukurt olduğunu göremiyor. </s><s> Sence burada olup tüm bunları görebilme ihtimali için neler yapardı? </s> <s> Gururunu çiğner miydi mesela?",mother(anne),-6
"Gururu , bu parayı alıp hayatına çekidüzen vermesine engel olmasın.",PRIDE,She,"</s><s> Değişmedi kadın. </s><s> Umarım parayı kabul eder. </s> <s> Gururu , bu parayı alıp hayatına çekidüzen vermesine engel olmasın.",woman (kadın),-2
Ona ne yapacaklarını bilmiyordu ama kaçmayacak kadar gururluydu .,PRIDE,She,</s><s> Ve anneniz geldiklerini anladığında babanızdan sizi saklamak için ormana götürmesini istedi. </s><s> Baba! </s><s> Bekle! </s><s> Kaçmasına izin vermeyin! </s><s> Ona ne yapacaklarını bilmiyordu ama kaçmayacak kadar gururluydu . </s><s> Ve sihrini asla insanlara karşı kullanmazdı. </s><s> Babanız onun için geri döndüğünde ise... </s><s> Hayır! </s><s> ...onu astılar.,mother(anne),-4
Beni bırakmamasını gerektiren kati bir nedeni var o yüzden gururunu düşünecek lüksü yok.,PRIDE,She,</s><s> Tae Gong Shil böyle şeylerle ilgilenmez. </s><s> O defada söylemiştim ama bu tarz şeylerle benden uzaklaşacak biri değil. </s><s> İşte bu daha da tuhaf. </s><s> Nasıl olur da böyle bir şeyle ilgilenmez? </s><s> Evleneceğin sırada bile porselene bakıp bambaşka şeylerden bahsetti. </s><s> Doğru. </s><s> Farklı bir dünyada yaşayan biri gibi düşün ve uğraşma. </s><s> Senin yöntemlerin onu hiç korkutmaz. </s><s> Ödün bile vermez. </s><s> Hiç mi gururu yok? </s><s> O kadar çok mu seviyor seni? </s><s> O kadının gururu yok. </s><s> Beni bırakmamasını gerektiren kati bir nedeni var o yüzden gururunu düşünecek lüksü yok.,Tea Gong Shil,-12
Bunu görünce oldukça gurur duyuyor.,PRIDE,She,</s><s> Annemin hoşuna gidiyor. </s><s> Bunu görünce oldukça gurur duyuyor.,mother(anne),-1
Ama Herkesi beslerken bunu o kadar gururla yapıyor ki.,PRIDE,She,"</s><s> Mutfağı işleten, kesinlikle korkutucu Rus bir kadın var. </s><s> Ama Herkesi beslerken bunu o kadar gururla yapıyor ki.",woman (kadın),1
Daha fazla istemek için çok gururluydu ...,PRIDE,She,"</s><s> Claudia, tedavi merkezini kar amacı olmayan kanuni bir yer yapmak istiyordu. </s><s> Bütçeyi asla aşmamak için. </s><s> Ama sürekli para sorunları vardı. </s><s> Daha fazla istemek için çok gururluydu ...",name (Claudia),-3
Çok güzel gözleri var ve çok gururlu,PRIDE,She,"""Onun asıl adı Spandana. </s><s> "" </s><s> ""Çok güzel gözleri var ve çok gururlu .",name (Spandana),1
"Gururunu ve neşesini ardında bırakarak gidiyor, küçük Mary'yi.",PRIDE,She,"</s><s> Bugün sevgili Anne Meadows'a elveda diyoruz. </s><s> Onu sürekli olarak yaşanan anlamsız, rastgele şiddet yüzünden kaybettik. </s> <s> Gururunu ve neşesini ardında bırakarak gidiyor, küçük Mary'yi.",name (Anne),-2
Eğer gurur yapıyor olsaydı daha kibirli olurdu.,PRIDE,She,"</s><s> Castle, o iradesi güçlü bir kız. </s><s> Belki de gurur yapıyordur. </s><s> Eğer gurur yapıyor olsaydı daha kibirli olurdu.",girl (kız),-2
Gurur duyardı diye kendin söyledin.,PRIDE,She,</s><s> - Annenin rolü mü? </s><s> - Gurur duyardı diye kendin söyledin.,mother(anne),-1
Aslında gururluydu .,PRIDE,She,</s><s> Ve Violet benimle beraber göründüğü için utanmıyordu. </s><s> Aslında gururluydu .,name (Violet),-1
"Aşağıya bakıyor, yüzünde kocaman bir gülümseme var ve öyle gurur duyuyor ki.",PRIDE,She,"</s><s> Annen sen neredeysen, orada. </s><s> Şu anda bu odada. </s><s> Bize göz kulak oluyor. </s><s> Aşağıya bakıyor, yüzünde kocaman bir gülümseme var ve öyle gurur duyuyor ki.",mother(anne),-3
Ülkesinden çok uzaktaydı ve kültürüyle gurur duyuyordu,PRIDE,She,</s><s> Ortaokuldayken bir değişim öğrencisi bizim evde kalmıştı. </s><s> Suki. </s><s> İşte başlıyoruz. </s><s> Ülkesinden çok uzaktaydı ve kültürüyle gurur duyuyordu,name (Suki),-2
Bence kitabı görünce gerçekten gurur duyardı.,PRIDE,She,"</s><s> Annen hakkında mı? </s><s> Bunun bir pipo olmadığını sanıyordum. </s><s> Hatırladın mı? </s><s> Evet, haklısın. </s><s> Bir pipo değil. </s><s> Yine de güzel bir hikaye! </s><s> Öyle mi? </s><s> Evet, gerçekten öyle. </s><s> Teşekkür ederim. </s><s> Hiç annene gösterdin mi? </s><s> Hayır, o bunları anlamaz. </s><s> Bence yeteri kadar ona güvenmiyorsun. </s><s> Hayır, yaptığı bütün korkunç hataları istismar ettiğimi düşünüyor. </s><s> Dürüst olmak gerekirse, onun karakteri biraz berbat bir halde. </s><s> Ama çok gerçekçi ve çok sevecen bir şekilde tasvir edilmiş. </s><s> Bence kitabı görünce gerçekten gurur duyardı.",mother(anne),-6
"Pismanliginin göstergesi olarak da gururunu bir kenara birakip, tüm gerçekligiyle kendini, tanrilarin onu yarattigi hâliyle size sehrin iyi insanlarina sunacaktir.",PRIDE,She,"</s><s> Majesteleri Kral Tommen'in annesi. </s><s> Majesteleri Kral Robert'in dulu. </s><s> Zina yaparak günah isleme gafletinde bulunmustur. </s><s> Günahlarini itiraf edip, bagislanmak için yalvarmistir. </s><s> Pismanliginin göstergesi olarak da gururunu bir kenara birakip, tüm gerçekligiyle kendini, tanrilarin onu yarattigi hâliyle size sehrin iyi insanlarina sunacaktir.",mother(anne),-4
Neşeli olduğunu söylerken şaka yapıyordun ama gurur duyuyor olmalı.,PRIDE,She,</s><s> Sadece ben ve annem var. </s><s> Neşeli olduğunu söylerken şaka yapıyordun ama gurur duyuyor olmalı.,mother(anne),-1
Bu yüzden işimi çok iyi yaptığım için benimle gurur duyuyordu.,PRIDE,She,</s><s> Her şeyin parası Romaine'den çıkıyordu. </s><s> Bu yüzden işimi çok iyi yaptığım için benimle gurur duyuyordu.,name (Romaine),-1
Yukarıdan seni gururla izliyordur.,PRIDE,She,</s><s> - Annemin anısına. </s><s> Çok güzel evlat. </s><s> Yukarıdan seni gururla izliyordur.,mother(anne),-2
Bütün paranın insanlara yardım için kullanıldığını bilseydi çok gurur duyardı.,PRIDE,She,</s><s> Charlotte'ın anısına yaptıkları muhteşem. </s><s> Bütün paranın insanlara yardım için kullanıldığını bilseydi çok gurur duyardı.,name (Charlotte),-1
Kızı felsefe öğrettiği için gurur duyardı.,PRIDE,She,</s><s> Annem bütün ömrünü terk edilmiş hissetmenin acısıyla geçirdi. </s><s> Okula gitmedi. </s><s> Bu en büyük pişmanlığıydı. </s><s> Üniversiteye gidip öğretmen olmam için zorladı beni. </s><s> Kızı felsefe öğrettiği için gurur duyardı.,mother(anne),-4
"Belki de gururu üstün geldi, dönüp Eleanor ayrılasıya kadar bekledi sonra da o çivi tabancasını Jamie'nin kafatasında kullandı.",PRIDE,She,"</s><s> O gururlu bir kadın. </s><s> Belki de gururu üstün geldi, dönüp Eleanor ayrılasıya kadar bekledi sonra da o çivi tabancasını Jamie'nin kafatasında kullandı.",woman (kadın),-1
"""Kızımla çok gurur duyuyorum. </s><s> "" derdi.",PRIDE,She,"</s><s> Annem yukarıda olurdu, </s><s> ""Kızımla çok gurur duyuyorum. </s><s> "" derdi.",mother(anne),-1
"Gözlüğünün arkasından, okuduğumu beğenmemi istemeyerek veya kendi gururlu havasıyla beğenmem için yalvararak, beni izleyen gözlerini hissediyordum.",PRIDE,She,"</s><s> Kadına gelince, orada oturup dikkatlice beni izliyordu, sigarasını o garip tutacakla içerek. </s><s> Gözlüğünün arkasından, okuduğumu beğenmemi istemeyerek veya kendi gururlu havasıyla beğenmem için yalvararak, beni izleyen gözlerini hissediyordum.",woman (kadın),-1
Sen gitmek istediğinde gururunun Her bir parçası zedelenip ayaklarını öpmek isteyeceği zaman yüzüğü getirenin Al Bundy olduğunu söylersin.,PRIDE,She,"</s><s> Al, benim de çok çalışkan bir karım olacak. </s><s> Aferin sana. </s><s> Bir ricam var. </s><s> Sen gitmek istediğinde gururunun Her bir parçası zedelenip ayaklarını öpmek isteyeceği zaman yüzüğü getirenin Al Bundy olduğunu söylersin.",wife (karım),-3
Kıskançlığı ve gururu ...,PRIDE,She,</s><s> Sıkıntılı zamanlarda güçlü olmayı başaran kadınlardan. </s><s> - Kıskançlığı ve gururu ...,woman (kadın),-1
Başını gururla eğiyor... yüzünün hali onun gerçek duygularını yansıtmıyor... sesi güçlü.,PRIDE,She,</s><s> Başını gururla eğiyor... yüzünün hali onun gerçek duygularını yansıtmıyor... sesi güçlü. </s><s> Ve gözleri... </s><s> separ taşları gibi güçlü ve iki defa keskin. </s><s> Bir Heykeli tarif ediyorsun gibi geliyor. </s><s> Böyle bir kadınla ne yapardın... bir kaidenin üstüne koyar ve Her hafta temizlermiydin?,woman (kadın),3
"Gururluydu , yine de birçok komşusuna sessiz sedasız... yardım edecek kadar mütevaziydi.",PRIDE,She,"</s><s> O karmaşık bir kadındı, çok da cömertti. </s> <s> Gururluydu , yine de birçok komşusuna sessiz sedasız... yardım edecek kadar mütevaziydi.",woman (kadın),-1
Genç yaşında gurur duyacağı ilk şey olmuştu bu.,PRIDE,She,</s><s> Genç yaşında gurur duyacağı ilk şey olmuştu bu. </s><s> Çan çalmaya başladığında Grace kaskatı kesildi.,name (Grace),1
Bir atlet gururu ve asaletiyle benzersiz yeteneğini ifade ederek dikkat çekmiştir.,PRIDE,She,"</s><s> Seçkin hizmet ödülü, Shinhwa Lisesinden Geum Jan Di. </s><s> Bu ödülü üstün yetenekli doğuştan yaygaracı kişilere veririz. </s><s> Ki kendisi vahşi aristokrat Shinhwa sezgisine sahip tek yüzücü üyedir. </s><s> F4 ve Gu Jung Pyo'nun yaptırımlarına aktif olarak katılım göstermeyi reddetmiştir. </s><s> Bir atlet gururu ve asaletiyle benzersiz yeteneğini ifade ederek dikkat çekmiştir.",Geum Jan Di,-4
Gururu dönmesine izin verirse,PRIDE,She,"</s><s> ""Bayan Christine Daaé'ye gelince </s><s> ""Elinden geleni yapacağına şüpHe yok </s><s> ""Sesi güzel, bu doğru Ama o da biliyor ki </s><s> ""İlerlemek isterse </s><s> ""Öğreneceği daha çok şey var </s> <s> Gururu dönmesine izin verirse",name (Christine),-4
"İlk duygusu olan gurur , onu bana ihanete götürdü.",PRIDE,She,"</s><s> 15 sene önce görevimizi iptal etmeye karar verdiğimde Anna karşı çıktı. </s><s> İlk duygusu olan gurur , onu bana ihanete götürdü.",name (Anna),-1
En gurur duyduğu andı.,PRIDE,She,"</s><s> En gurur duyduğu andı. </s><s> Benimle uğraşmaya devam edecek yani öyle mi? </s><s> Başka ne planları var bunun? </s><s> Bilmiyorum, ama o kızgın bir kadın.",woman (kadın),3
Sanki onunla yattığı için gurur duyuyormuş gibi.,PRIDE,She,"</s><s> Anneme gelirsek, onun dönmesinin tek nedeni var. </s><s> Ailemizi bir bütün yapmak. </s><s> Bizi seviyor, ne tür bir sorun bulmayı umuyorsun? </s><s> Zevkle seyrediyordu, bildiğin zevk alıyordu. </s><s> Sanki onunla yattığı için gurur duyuyormuş gibi.",mother(anne),-4
